category,activity_code,met,suggested_spoons,activity_clean,activity_description,source
Walking,17038,8.5,5,"Climbing hills, no load, steep grade (30%), slow pace (less than 1.2 mph)","Climbing hills, no load, steep grade (30%), slow pace (less than 1.2 mph)",2024 Adult Compendium of Physical Activities
Walking,17039,15.5,5,"Climbing hills, no load, very steep grade (30-40%), 1.2 to 1.8 mph","Climbing hills, no load, very steep grade (30-40%), 1.2 to 1.8 mph",2024 Adult Compendium of Physical Activities
Walking,17040,16.3,5,"Climbing hills, no load, steep grade (10-40%), 1.8 to 5.0 mph","Climbing hills, no load, steep grade (10-40%), 1.8 to 5.0 mph",2024 Adult Compendium of Physical Activities
Walking,17045,6.5,5,"Climbing hills, 10 to 20 lb load, 5 to 10% grade, moderate","Climbing hills, 10 to 20 lb load, 5 to 10% grade, moderate",2024 Adult Compendium of Physical Activities
Walking,17050,7.5,5,"Climbing hills, 21 to 40 lb load, 3 to 10% grade, moderate-to-brisk pace","Climbing hills, 21 to 40 lb load, 3 to 10% grade, moderate-to-brisk pace",2024 Adult Compendium of Physical Activities
Walking,17060,10.0,5,"Climbing hills, 20+ pound load, 5 to 20% grade, moderate to brisk pace","Climbing hills, 20+ pound load, 5 to 20% grade, moderate to brisk pace",2024 Adult Compendium of Physical Activities
Walking,17070,3.5,3,Descending stairs,Descending stairs,2024 Adult Compendium of Physical Activities
Walking,17076,4.5,4,"Hauling water, head hauling, walking on flat surface","Hauling water, head hauling, walking on flat surface",2024 Adult Compendium of Physical Activities
Walking,17080,6.0,4,"Hiking, cross country","Hiking, cross country (Taylor Code 040)",2024 Adult Compendium of Physical Activities
Walking,17081,3.8,3,"Hiking slowly or ambling through fields and hillsides, no load","Hiking slowly or ambling through fields and hillsides, no load",2024 Adult Compendium of Physical Activities
Walking,17082,5.3,4,"Hiking or walking at a normal pace through fields and hillsides, no load","Hiking or walking at a normal pace through fields and hillsides, no load",2024 Adult Compendium of Physical Activities
Walking,17085,2.5,2,"Bird watching, walking and stopping","Bird watching, walking and stopping",2024 Adult Compendium of Physical Activities
Walking,17088,4.5,4,"Marching, moderate speed, military, no pack","Marching, moderate speed, military, no pack",2024 Adult Compendium of Physical Activities
Walking,17090,8.0,5,"Marching rapidly, military, no pack","Marching rapidly, military, no pack",2024 Adult Compendium of Physical Activities
Walking,17100,3.8,3,"Pushing or pulling stroller with child or walking with children, 2.5 to 3.1 mph","Pushing or pulling stroller with child or walking with children, 2.5 to 3.1 mph",2024 Adult Compendium of Physical Activities
Walking,17105,3.8,3,"Pushing a wheelchair, non-occupational","Pushing a wheelchair, non-occupational",2024 Adult Compendium of Physical Activities
Walking,17110,6.5,5,Race walking,Race walking,2024 Adult Compendium of Physical Activities
Walking,17130,8.0,5,"Stair climbing, using or climbing up ladder","Stair climbing, using or climbing up ladder (Taylor Code 030)",2024 Adult Compendium of Physical Activities
Walking,17131,6.8,5,"Stair climbing, general","Stair climbing, general",2024 Adult Compendium of Physical Activities
Walking,17133,4.5,4,"Stair climbing, slow pace","Stair climbing, slow pace",2024 Adult Compendium of Physical Activities
Walking,17134,9.3,5,"Stair climbing, fast pace, one step at a time","Stair climbing, fast pace, one step at a time",2024 Adult Compendium of Physical Activities
Walking,17136,7.5,5,"Stair climbing, two steps at a time","Stair climbing, two steps at a time",2024 Adult Compendium of Physical Activities
Walking,17138,7.5,5,"Stair climbing, ascending and descending stairs","Stair climbing, ascending and descending stairs",2024 Adult Compendium of Physical Activities
Walking,17140,4.5,4,"Using crutches, level ground, general","Using crutches, level ground, general",2024 Adult Compendium of Physical Activities
Walking,17142,7.0,5,"Using crutches, fast pace","Using crutches, fast pace",2024 Adult Compendium of Physical Activities
Walking,17145,4.3,4,Using medical knee scooter,Using medical knee scooter,2024 Adult Compendium of Physical Activities
Walking,17150,2.3,2,"Walking, household","Walking, household",2024 Adult Compendium of Physical Activities
Walking,17151,2.3,2,"Walking, less than 2.0 mph, level, strolling, very slow","Walking, less than 2.0 mph, level, strolling, very slow",2024 Adult Compendium of Physical Activities
Walking,17152,2.8,3,"Walking, 2.0 to 2.4 mph, level, slow pace, firm surface","Walking, 2.0 to 2.4 mph, level, slow pace, firm surface",2024 Adult Compendium of Physical Activities
Walking,17160,3.5,3,Walking for pleasure,Walking for pleasure (Taylor Code 010),2024 Adult Compendium of Physical Activities
Walking,17161,2.5,2,"Walking from house to car or bus, from car or bus to go places, from car or bus to and from the worksite","Walking from house to car or bus, from car or bus to go places, from car or bus to and from the worksite",2024 Adult Compendium of Physical Activities
Walking,17162,2.5,2,Walking to neighbor's house or family's house for social reasons,Walking to neighbor's house or family's house for social reasons,2024 Adult Compendium of Physical Activities
Walking,17165,3.0,3,Walking the dog,Walking the dog,2024 Adult Compendium of Physical Activities
Walking,17170,3.0,3,"Walking, 2.5 mph, firm, level surface","Walking, 2.5 mph, firm, level surface",2024 Adult Compendium of Physical Activities
Walking,17180,3.3,3,"Walking, 2.5 mph, downhill","Walking, 2.5 mph, downhill",2024 Adult Compendium of Physical Activities
Walking,17190,3.8,3,"Walking, 2.8 to 3.4 mph, level, moderate pace, firm surface","Walking, 2.8 to 3.4 mph, level, moderate pace, firm surface",2024 Adult Compendium of Physical Activities
Walking,17200,4.8,4,"Walking, 3.5 to 3.9 mph, level, brisk, firm surface, walking for exercise","Walking, 3.5 to 3.9 mph, level, brisk, firm surface, walking for exercise",2024 Adult Compendium of Physical Activities
Walking,17220,5.5,4,"Walking, 4.0 to 4.4 mph (6.4 to 7.0 km/h), level, firm surface, very brisk pace","Walking, 4.0 to 4.4 mph (6.4 to 7.0 km/h), level, firm surface, very brisk pace",2024 Adult Compendium of Physical Activities
Walking,17230,7.0,5,"Walking, 4.5 to 4.9 mph, level, firm surface, very, very brisk","Walking, 4.5 to 4.9 mph, level, firm surface, very, very brisk",2024 Adult Compendium of Physical Activities
Walking,17231,8.5,5,"Walking, 5.0 to 5.5 mph (8.8 to 8.9 km/h), level, firm surface","Walking, 5.0 to 5.5 mph (8.8 to 8.9 km/h), level, firm surface",2024 Adult Compendium of Physical Activities
Walking,17250,3.5,3,"Walking, for pleasure, work break","Walking, for pleasure, work break (Taylor Code xxx)",2024 Adult Compendium of Physical Activities
Walking,17255,4.0,3,"Walking, self-selected speed, indoor track or outdoors, firm surface","Walking, self-selected speed, indoor track or outdoors, firm surface",2024 Adult Compendium of Physical Activities
Walking,17260,4.8,4,"Walking, grass track","Walking, grass track",2024 Adult Compendium of Physical Activities
Walking,17262,4.5,4,"Walking, normal pace, plowed field or sand","Walking, normal pace, plowed field or sand",2024 Adult Compendium of Physical Activities
Walking,17270,4.0,3,"Walking, to work or class","Walking, to work or class (Taylor Code 015)",2024 Adult Compendium of Physical Activities
Walking,17280,2.5,2,"Walking, to and from an outhouse","Walking, to and from an outhouse",2024 Adult Compendium of Physical Activities
Walking,17302,4.3,4,"Walking, for exercise, 2.5 to 3.5 mph (4.0 to 5.6 km/h), with ski poles, Nordic walking, level, moderate pace","Walking, for exercise, 2.5 to 3.5 mph (4.0 to 5.6 km/h), with ski poles, Nordic walking, level, moderate pace",2024 Adult Compendium of Physical Activities
Walking,17304,5.3,4,"Walking, for exercise, 3.6 to 4.4 mph (5.8 to 7.1 km/h), with ski poles, Nordic walking, level, moderate pace","Walking, for exercise, 3.6 to 4.4 mph (5.8 to 7.1 km/h), with ski poles, Nordic walking, level, moderate pace",2024 Adult Compendium of Physical Activities
Walking,17305,8.5,5,"Walking, for exercise, 4.5 to 5.0 mph, with ski poles, Nordic walking, level, fast pace","Walking, for exercise, 4.5 to 5.0 mph, with ski poles, Nordic walking, level, fast pace",2024 Adult Compendium of Physical Activities
Walking,17310,8.8,5,"Walking, for exercise, with ski poles, Nordic walking, uphill, moderate pace","Walking, for exercise, with ski poles, Nordic walking, uphill, moderate pace",2024 Adult Compendium of Physical Activities
Walking,17313,10.8,5,"Walking, for exercise, with ski poles, Nordic walking, level ground, carrying 20 to 30 lb load (9.0 to 15.0 kg)","Walking, for exercise, with ski poles, Nordic walking, level ground, carrying 20 to 30 lb load (9.0 to 15.0 kg)",2024 Adult Compendium of Physical Activities
Walking,17315,12.3,5,"Walking, for exercise, with ski poles, Nordic walking, uphill, carrying 20 to 30 lb load (9.0 to 15.0 kg)","Walking, for exercise, with ski poles, Nordic walking, uphill, carrying 20 to 30 lb load (9.0 to 15.0 kg)",2024 Adult Compendium of Physical Activities
Walking,17320,6.0,4,"Walking, backward, 3.5 mph, level","Walking, backward, 3.5 mph, level",2024 Adult Compendium of Physical Activities
Walking,17325,7.8,5,"Walking, backward, 3.5 mph, uphill, 5% grade","Walking, backward, 3.5 mph, uphill, 5% grade",2024 Adult Compendium of Physical Activities
Walking,17330,8.0,5,"Walking, Teabag walk, Monty Python Ministry of Silly Walks","Walking, Teabag walk, Monty Python Ministry of Silly Walks",2024 Adult Compendium of Physical Activities
Walking,17332,3.5,3,"Walking, Putey walk, Monty Python Ministry of Silly Walks","Walking, Putey walk, Monty Python Ministry of Silly Walks",2024 Adult Compendium of Physical Activities
Walking,17340,2.1,2,"Walking, treadmill, less than 1.0 mph, 0% grade","Walking, treadmill, less than 1.0 mph, 0% grade",2024 Adult Compendium of Physical Activities
Walking,17343,2.3,2,"Walking, treadmill, 1.0 mph, 0% grade","Walking, treadmill, 1.0 mph, 0% grade",2024 Adult Compendium of Physical Activities
Walking,17346,2.8,3,"Walking, treadmill, 1.2 to 1.9 mph, 0% grade (1.9 to 3.0 km/h)","Walking, treadmill, 1.2 to 1.9 mph, 0% grade (1.9 to 3.0 km/h)",2024 Adult Compendium of Physical Activities
Walking,17349,3.0,3,"Walking, treadmill, 2.0 to 2.4 mph (3.2 to 3.9 km/h), 0% grade","Walking, treadmill, 2.0 to 2.4 mph (3.2 to 3.9 km/h), 0% grade",2024 Adult Compendium of Physical Activities
Walking,17352,3.5,3,"Walking, treadmill, 2.5 to 2.9 mph (4.0 to 4.7 km/h), 0% grade","Walking, treadmill, 2.5 to 2.9 mph (4.0 to 4.7 km/h), 0% grade",2024 Adult Compendium of Physical Activities
Walking,17355,3.8,3,"Walking, treadmill, 3.0 to 3.4 mph (4.8 to 5.5 km/h), 0% grade","Walking, treadmill, 3.0 to 3.4 mph (4.8 to 5.5 km/h), 0% grade",2024 Adult Compendium of Physical Activities
Walking,17358,4.8,4,"Walking, treadmill, 3.5 to 3.9 mph (5.6 to 6.3 km/h), 0% grade","Walking, treadmill, 3.5 to 3.9 mph (5.6 to 6.3 km/h), 0% grade",2024 Adult Compendium of Physical Activities
Walking,17361,5.8,4,"Walking, treadmill, 4.0 to 4.4 mph (6.4 to 7.1 km/h), 0% grade","Walking, treadmill, 4.0 to 4.4 mph (6.4 to 7.1 km/h), 0% grade",2024 Adult Compendium of Physical Activities
Walking,17364,6.8,5,"Walking, treadmill, 4.5 to 4.9 mph (7.2 to 7.9 km/h), 0% grade","Walking, treadmill, 4.5 to 4.9 mph (7.2 to 7.9 km/h), 0% grade",2024 Adult Compendium of Physical Activities
Walking,17367,8.3,5,"Walking, treadmill, 5.0 to 5.5 mph (8.0 to 8.9 km/h), 0% grade","Walking, treadmill, 5.0 to 5.5 mph (8.0 to 8.9 km/h), 0% grade",2024 Adult Compendium of Physical Activities
Walking,17382,3.3,3,"Walking, treadmill, downhill (-3% to -12% grade), 2.8 to 3.1 mph","Walking, treadmill, downhill (-3% to -12% grade), 2.8 to 3.1 mph",2024 Adult Compendium of Physical Activities
Walking,17412,3.3,3,"Walking, treadmill, downhill (-5% to -25% grade), 2.8 mph, with Nordic Poles","Walking, treadmill, downhill (-5% to -25% grade), 2.8 mph, with Nordic Poles",2024 Adult Compendium of Physical Activities
Walking,17434,4.8,4,"Walking, treadmill, 2.5 mph, 0% grade, 5 to 20 degrees C, 40 lb (18.2 kg) load","Walking, treadmill, 2.5 mph, 0% grade, 5 to 20 degrees C, 40 lb (18.2 kg) load",2024 Adult Compendium of Physical Activities
Walking,17438,5.8,4,"Walking, treadmill, 2.5 mph, 0% grade, -10 to 0 degrees C, 40 lb (18.2 kg) load","Walking, treadmill, 2.5 mph, 0% grade, -10 to 0 degrees C, 40 lb (18.2 kg) load",2024 Adult Compendium of Physical Activities
Walking,17455,8.3,5,"Walking, Curved treadmill, 3.0 to 5.0 mph, brisk pace","Walking, Curved treadmill, 3.0 to 5.0 mph, brisk pace",2024 Adult Compendium of Physical Activities
Walking,17475,7.8,5,"Walking treadmill, backwards, 2.5 mph, +10% grade","Walking treadmill, backwards, 2.5 mph, +10% grade",2024 Adult Compendium of Physical Activities
Walking,17492,1.5,1,"Walking, with a walker or step-to gait on treadmill, 0.7 mph (1.1 km/h), 0% grade","Walking, with a walker or step-to gait on treadmill, 0.7 mph (1.1 km/h), 0% grade",2024 Adult Compendium of Physical Activities
Water Activities,18010,2.5,2,"Boating, power, driving","Boating, power, driving",2024 Adult Compendium of Physical Activities
Water Activities,18012,1.3,1,"Boating, power, passenger, light","Boating, power, passenger, light",2024 Adult Compendium of Physical Activities
Water Activities,18020,4.0,3,"Canoeing, on camping trip","Canoeing, on camping trip (Taylor Code 270)",2024 Adult Compendium of Physical Activities
Water Activities,18025,3.3,3,"Canoeing, harvesting wild rice, knocking rice off the stalks","Canoeing, harvesting wild rice, knocking rice off the stalks",2024 Adult Compendium of Physical Activities
Water Activities,18030,7.0,5,"Canoeing, portaging","Canoeing, portaging",2024 Adult Compendium of Physical Activities
Water Activities,18040,2.8,3,"Canoeing, rowing, 2.0-3.9 mph, light effort","Canoeing, rowing, 2.0-3.9 mph, light effort",2024 Adult Compendium of Physical Activities
Water Activities,18050,5.8,4,"Canoeing, rowing, 4.0-5.9 mph, moderate effort","Canoeing, rowing, 4.0-5.9 mph, moderate effort",2024 Adult Compendium of Physical Activities
Water Activities,18060,12.5,5,"Canoeing, rowing, kayaking, competition, > 6 mph, vigorous effort","Canoeing, rowing, kayaking, competition, > 6 mph, vigorous effort",2024 Adult Compendium of Physical Activities
Water Activities,18070,3.5,3,"Canoeing, rowing, for pleasure, general","Canoeing, rowing, for pleasure, general (Taylor Code 250)",2024 Adult Compendium of Physical Activities
Water Activities,18080,12.0,5,"Canoeing or rowing, in competition, crew or sculling","Canoeing or rowing, in competition, crew or sculling (Taylor Code 260)",2024 Adult Compendium of Physical Activities
Water Activities,18090,3.0,3,"Diving, springboard or platform","Diving, springboard or platform",2024 Adult Compendium of Physical Activities
Water Activities,18100,5.0,4,"Kayaking, moderate effort","Kayaking, moderate effort",2024 Adult Compendium of Physical Activities
Water Activities,18104,13.5,5,"Kayaking, competition","Kayaking, competition",2024 Adult Compendium of Physical Activities
Water Activities,18106,9.0,5,"Kayaking, slalom, flat water","Kayaking, slalom, flat water",2024 Adult Compendium of Physical Activities
Water Activities,18110,4.0,3,Paddle boat,Paddle boat,2024 Adult Compendium of Physical Activities
Water Activities,18112,15.5,5,"Rowing, simulated crew in a water tank, single oar, 33 strokes/min,","Rowing, simulated crew in a water tank, single oar, 33 strokes/min,",2024 Adult Compendium of Physical Activities
Water Activities,18114,15.5,5,"Rowing, single scull, ergometer, ergometer on slides, racing speed (32+ strokes/min, >10 mph)","Rowing, single scull, ergometer, ergometer on slides, racing speed (32+ strokes/min, >10 mph)",2024 Adult Compendium of Physical Activities
Water Activities,18120,3.0,3,"Sailing, boat and board sailing, windsurfing, ice sailing, general","Sailing, boat and board sailing, windsurfing, ice sailing, general (Taylor Code 235)",2024 Adult Compendium of Physical Activities
Water Activities,18130,4.5,4,"Sailing, in competition, general","Sailing, in competition, general",2024 Adult Compendium of Physical Activities
Water Activities,18132,9.3,5,"Sailing, in competition, high effort","Sailing, in competition, high effort",2024 Adult Compendium of Physical Activities
Water Activities,18140,3.3,3,"Sailing, Sunfish/Laser/Hobby Cat, Keel boats, ocean sailing, yachting, leisure","Sailing, Sunfish/Laser/Hobby Cat, Keel boats, ocean sailing, yachting, leisure",2024 Adult Compendium of Physical Activities
Water Activities,18142,2.0,2,"Sailing, dingy","Sailing, dingy",2024 Adult Compendium of Physical Activities
Water Activities,18150,6.0,4,"Skiing, water or wake boarding","Skiing, water or wake boarding (Taylor Code 220)",2024 Adult Compendium of Physical Activities
Water Activities,18160,7.0,5,"Jet skiing, driving, in water","Jet skiing, driving, in water",2024 Adult Compendium of Physical Activities
Water Activities,18180,15.8,5,"Skindiving, fast","Skindiving, fast",2024 Adult Compendium of Physical Activities
Water Activities,18190,11.8,5,"Skindiving, moderate","Skindiving, moderate",2024 Adult Compendium of Physical Activities
Water Activities,18200,7.0,5,"Skindiving, scuba diving, general","Skindiving, scuba diving, general (Taylor Code 310)",2024 Adult Compendium of Physical Activities
Water Activities,18202,5.3,4,"Scuba diving, general, light effort","Scuba diving, general, light effort",2024 Adult Compendium of Physical Activities
Water Activities,18204,5.8,4,"Scuba diving, general, moderate effort","Scuba diving, general, moderate effort",2024 Adult Compendium of Physical Activities
Water Activities,18206,5.5,4,"Scuba diving, professional diver","Scuba diving, professional diver",2024 Adult Compendium of Physical Activities
Water Activities,18208,6.8,5,"Scuba diving, recreational diver","Scuba diving, recreational diver",2024 Adult Compendium of Physical Activities
Water Activities,18210,5.0,4,Snorkeling,Snorkeling (Taylor Code 320),2024 Adult Compendium of Physical Activities
Water Activities,18220,3.0,3,"Surfing, body or board, general","Surfing, body or board, general",2024 Adult Compendium of Physical Activities
Water Activities,18221,6.8,5,"Surfboard, paddling","Surfboard, paddling",2024 Adult Compendium of Physical Activities
Water Activities,18222,5.0,4,"Surfing, body or board, competitive","Surfing, body or board, competitive",2024 Adult Compendium of Physical Activities
Water Activities,18224,6.5,5,"Stand up paddle boarding, general","Stand up paddle boarding, general",2024 Adult Compendium of Physical Activities
Water Activities,18225,2.8,3,"Stand up Paddleboard, standing, 10-19 strokes/min","Stand up Paddleboard, standing, 10-19 strokes/min",2024 Adult Compendium of Physical Activities
Water Activities,18226,3.8,3,"Stand up Paddleboard, standing, 20-29 strokes/min","Stand up Paddleboard, standing, 20-29 strokes/min",2024 Adult Compendium of Physical Activities
Water Activities,18227,5.0,4,"Stand up Paddleboard, standing, 30-39 strokes/min","Stand up Paddleboard, standing, 30-39 strokes/min",2024 Adult Compendium of Physical Activities
Water Activities,18228,9.8,5,"Stand up Paddleboard, standing, 40-49 strokes/min","Stand up Paddleboard, standing, 40-49 strokes/min",2024 Adult Compendium of Physical Activities
Water Activities,18229,11.0,5,"Stand up Paddleboard, standing, 50-69 strokes/min","Stand up Paddleboard, standing, 50-69 strokes/min",2024 Adult Compendium of Physical Activities
Water Activities,18230,9.8,5,"Swimming laps, freestyle, fast, vigorous effort","Swimming laps, freestyle, fast, vigorous effort",2024 Adult Compendium of Physical Activities
Water Activities,18240,5.8,4,"Swimming laps, freestyle, slow, recreational","Swimming laps, freestyle, slow, recreational",2024 Adult Compendium of Physical Activities
Water Activities,18250,9.5,5,"Swimming, backstroke, training or competition","Swimming, backstroke, training or competition",2024 Adult Compendium of Physical Activities
Water Activities,18255,4.8,4,"Swimming, backstroke, recreational","Swimming, backstroke, recreational",2024 Adult Compendium of Physical Activities
Water Activities,18260,10.3,5,"Swimming, breaststroke, general, training or competition","Swimming, breaststroke, general, training or competition",2024 Adult Compendium of Physical Activities
Water Activities,18265,5.3,4,"Swimming breaststroke, recreational","Swimming breaststroke, recreational",2024 Adult Compendium of Physical Activities
Water Activities,18270,13.8,5,"Swimming, butterfly, general","Swimming, butterfly, general",2024 Adult Compendium of Physical Activities
Water Activities,18280,10.5,5,"Swimming, crawl, fast speed, ~75 yards/minute, vigorous effort","Swimming, crawl, fast speed, ~75 yards/minute, vigorous effort",2024 Adult Compendium of Physical Activities
Water Activities,18285,10.5,5,"Swimming, open water, 5k","Swimming, open water, 5k",2024 Adult Compendium of Physical Activities
Water Activities,18290,8.0,5,"Swimming, crawl, medium speed, ~50 yards/minute, vigorous effort","Swimming, crawl, medium speed, ~50 yards/minute, vigorous effort",2024 Adult Compendium of Physical Activities
Water Activities,18292,5.8,4,"Swimming, crawl, slow speed, 30-45 yards/minute, moderate effort","Swimming, crawl, slow speed, 30-45 yards/minute, moderate effort",2024 Adult Compendium of Physical Activities
Water Activities,18294,14.5,5,"Swimming, crawl, elite swimmers, competition, >90 yards/minute","Swimming, crawl, elite swimmers, competition, >90 yards/minute",2024 Adult Compendium of Physical Activities
Water Activities,18300,6.0,4,"Swimming, lake, ocean, river","Swimming, lake, ocean, river (Taylor Codes 280, 295)",2024 Adult Compendium of Physical Activities
Water Activities,18310,6.0,4,"Swimming, leisurely, not lap swimming, general","Swimming, leisurely, not lap swimming, general",2024 Adult Compendium of Physical Activities
Water Activities,18320,7.0,5,"Swimming, sidestroke, general","Swimming, sidestroke, general",2024 Adult Compendium of Physical Activities
Water Activities,18330,8.0,5,"Swimming, synchronized","Swimming, synchronized",2024 Adult Compendium of Physical Activities
Water Activities,18340,9.8,5,"Swimming, treading water, fast, vigorous effort","Swimming, treading water, fast, vigorous effort",2024 Adult Compendium of Physical Activities
Water Activities,18350,3.5,3,"Swimming, treading water, moderate effort, general","Swimming, treading water, moderate effort, general",2024 Adult Compendium of Physical Activities
Water Activities,18352,2.3,2,"Tubing, floating on a river, general","Tubing, floating on a river, general",2024 Adult Compendium of Physical Activities
Water Activities,18355,5.5,4,"Water aerobics, water calisthenics, general","Water aerobics, water calisthenics, general",2024 Adult Compendium of Physical Activities
Water Activities,18356,3.8,3,"Water aerobics, resistance exercises","Water aerobics, resistance exercises",2024 Adult Compendium of Physical Activities
Water Activities,18358,7.5,5,"Water aerobics, high intensity","Water aerobics, high intensity",2024 Adult Compendium of Physical Activities
Water Activities,18360,10.0,5,Water polo,Water polo,2024 Adult Compendium of Physical Activities
Water Activities,18365,3.0,3,Water volleyball,Water volleyball,2024 Adult Compendium of Physical Activities
Water Activities,18366,9.8,5,"Water jogging, vigorous effort","Water jogging, vigorous effort",2024 Adult Compendium of Physical Activities
Water Activities,18367,2.5,2,"Water walking, light effort, slow pace","Water walking, light effort, slow pace",2024 Adult Compendium of Physical Activities
Water Activities,18368,4.8,4,"Water walking, moderate effort, moderate pace","Water walking, moderate effort, moderate pace",2024 Adult Compendium of Physical Activities
Water Activities,18369,6.8,5,"Water walking, vigorous effort, brisk pace","Water walking, vigorous effort, brisk pace",2024 Adult Compendium of Physical Activities
Water Activities,18370,5.0,4,"Whitewater rafting, kayaking, or canoeing","Whitewater rafting, kayaking, or canoeing",2024 Adult Compendium of Physical Activities
Water Activities,18374,6.5,5,"Water running, 30 steps/min, slow","Water running, 30 steps/min, slow",2024 Adult Compendium of Physical Activities
Water Activities,18375,7.5,5,"Water running, 40 steps/min, moderate","Water running, 40 steps/min, moderate",2024 Adult Compendium of Physical Activities
Water Activities,18376,8.5,5,"Water running, 50 steps/min, fast","Water running, 50 steps/min, fast",2024 Adult Compendium of Physical Activities
Water Activities,18377,9.8,5,"Water running, 60 steps/min, very fast","Water running, 60 steps/min, very fast",2024 Adult Compendium of Physical Activities
Water Activities,18380,5.0,4,"Windsurfing, not pumping for speed","Windsurfing, not pumping for speed",2024 Adult Compendium of Physical Activities
Water Activities,18385,11.0,5,"Windsurfing or kitesurfing, crossing trial","Windsurfing or kitesurfing, crossing trial",2024 Adult Compendium of Physical Activities
Water Activities,18390,14.0,5,"Windsurfing, competition, pumping for speed","Windsurfing, competition, pumping for speed",2024 Adult Compendium of Physical Activities
Water Activities,18404,2.8,3,"Aquatic cycling, 25 W, 40-50 RPM","Aquatic cycling, 25 W, 40-50 RPM",2024 Adult Compendium of Physical Activities
Water Activities,18408,4.8,4,"Aquatic cycling, 25 W, 60-70 RPM","Aquatic cycling, 25 W, 60-70 RPM",2024 Adult Compendium of Physical Activities
Water Activities,18412,3.8,3,"Aquatic cycling, 50 W, 40-50 RPM","Aquatic cycling, 50 W, 40-50 RPM",2024 Adult Compendium of Physical Activities
Water Activities,18416,6.0,4,"Aquatic cycling, 50 W, 60-70 RPM","Aquatic cycling, 50 W, 60-70 RPM",2024 Adult Compendium of Physical Activities
Water Activities,18420,5.0,4,"Aquatic cycling, 75 W, 40-50 RPM","Aquatic cycling, 75 W, 40-50 RPM",2024 Adult Compendium of Physical Activities
Water Activities,18424,6.3,5,"Aquatic cycling, 75 W, 60-70 RPM","Aquatic cycling, 75 W, 60-70 RPM",2024 Adult Compendium of Physical Activities
Water Activities,18428,6.3,5,"Aquatic cycling, 100 W, 40-50 RPM","Aquatic cycling, 100 W, 40-50 RPM",2024 Adult Compendium of Physical Activities
Water Activities,18432,7.5,5,"Aquatic cycling, 100 W, 60-70 RPM","Aquatic cycling, 100 W, 60-70 RPM",2024 Adult Compendium of Physical Activities
Water Activities,18436,8.5,5,"Aquatic cycling, 80-89 RPM","Aquatic cycling, 80-89 RPM",2024 Adult Compendium of Physical Activities
Water Activities,18440,10.3,5,"Aquatic cycling, 90+ RPM","Aquatic cycling, 90+ RPM",2024 Adult Compendium of Physical Activities
Winter Activities,19005,7.5,5,"Dog sledding, mushing","Dog sledding, mushing",2024 Adult Compendium of Physical Activities
Winter Activities,19006,2.5,2,"Dog sledding, passenger","Dog sledding, passenger",2024 Adult Compendium of Physical Activities
Winter Activities,19010,6.0,4,"Moving icehouse, set up/drill holes","Moving icehouse, set up/drill holes",2024 Adult Compendium of Physical Activities
Winter Activities,19011,2.0,2,Ice fishing,Ice fishing,2024 Adult Compendium of Physical Activities
Winter Activities,19018,14.0,5,"Skating, ice dancing","Skating, ice dancing",2024 Adult Compendium of Physical Activities
Winter Activities,19020,5.5,4,"Skating, ice, 9 mph or less","Skating, ice, 9 mph or less",2024 Adult Compendium of Physical Activities
Winter Activities,19030,7.0,5,"Skating, ice, general","Skating, ice, general (Taylor Code 360)",2024 Adult Compendium of Physical Activities
Winter Activities,19040,9.0,5,"Skating, ice, rapidly, more than 9 mph but not competitive","Skating, ice, rapidly, more than 9 mph but not competitive",2024 Adult Compendium of Physical Activities
Winter Activities,19045,9.0,5,"Skating Treadmill, 6 - 6.9 mph, 2% grade","Skating Treadmill, 6 - 6.9 mph, 2% grade",2024 Adult Compendium of Physical Activities
Winter Activities,19046,10.0,5,"Skating Treadmill, 7 - 7.9 mph, 2% grade","Skating Treadmill, 7 - 7.9 mph, 2% grade",2024 Adult Compendium of Physical Activities
Winter Activities,19047,10.5,5,"Skating Treadmill, 8 - 8.9 mph, 2% grade","Skating Treadmill, 8 - 8.9 mph, 2% grade",2024 Adult Compendium of Physical Activities
Winter Activities,19048,11.0,5,"Skating Treadmill, 9 - 9.9 mph, 2% grade","Skating Treadmill, 9 - 9.9 mph, 2% grade",2024 Adult Compendium of Physical Activities
Winter Activities,19050,13.8,5,"Skating, speed, competitive","Skating, speed, competitive",2024 Adult Compendium of Physical Activities
Winter Activities,19060,7.0,5,"Ski jumping, climb up carrying skis","Ski jumping, climb up carrying skis",2024 Adult Compendium of Physical Activities
Winter Activities,19075,7.0,5,"Skiing, general","Skiing, general",2024 Adult Compendium of Physical Activities
Winter Activities,19080,6.8,5,"Skiing, cross country, 2.5 mph, slow or light effort, ski walking","Skiing, cross country, 2.5 mph, slow or light effort, ski walking",2024 Adult Compendium of Physical Activities
Winter Activities,19090,8.5,5,"Skiing, cross country, 4.0-4.9 mph, moderate speed and effort, general","Skiing, cross country, 4.0-4.9 mph, moderate speed and effort, general",2024 Adult Compendium of Physical Activities
Winter Activities,19100,11.3,5,"Skiing, cross country, 5.0-7.9 mph, brisk speed, vigorous effort","Skiing, cross country, 5.0-7.9 mph, brisk speed, vigorous effort",2024 Adult Compendium of Physical Activities
Winter Activities,19110,14.0,5,"Skiing, cross country, elite skier, >8.0-11.9 mph, racing","Skiing, cross country, elite skier, >8.0-11.9 mph, racing",2024 Adult Compendium of Physical Activities
